City,Country_code,Lat,Lng,Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Preassure,Sea Level (ft)
mahajanga,mg,-15.396699034517155,-15.396699034517155,86.0,58.0,20.0,9.22,1014.0,
selu,in,19.499677735097706,19.499677735097706,102.25,12.0,6.0,5.44,1009.0,1009.0
kankan,gn,9.979415065735395,9.979415065735395,76.41,69.0,100.0,4.61,1009.0,1009.0
tandur,in,17.095345184758912,17.095345184758912,101.16,17.0,4.0,6.33,1009.0,1009.0
rzhev,ru,56.34081129708849,56.34081129708849,39.65,74.0,100.0,10.0,1013.0,1013.0
katima mulilo,na,-18.023035801273465,-18.023035801273465,72.18,67.0,22.0,6.38,1015.0,1015.0
tahe,cn,52.67439916179771,52.67439916179771,47.14,56.0,100.0,3.78,998.0,998.0
tommot,ru,59.78653557492805,59.78653557492805,31.05,88.0,100.0,7.27,1017.0,1017.0
tongliao,cn,42.787569867714524,42.787569867714524,59.61,11.0,100.0,19.17,1007.0,1007.0
shetpe,kz,43.969516241708476,43.969516241708476,66.56,42.0,100.0,8.16,1016.0,1016.0
tchaourou,bj,8.908027977786233,8.908027977786233,77.72,81.0,93.0,6.49,1009.0,1009.0
ulladulla,au,-40.37559194354268,-40.37559194354268,66.2,63.0,0.0,9.22,1022.0,
ishinomaki,jp,37.462868438026874,37.462868438026874,59.0,67.0,75.0,8.05,1015.0,
hamada,jp,35.64771790381127,35.64771790381127,64.4,82.0,75.0,8.05,1016.0,
moyale,et,4.405009338936139,4.405009338936139,78.4,55.0,5.0,9.95,1013.0,1013.0
camacha,pt,37.36359595197044,37.36359595197044,60.8,82.0,20.0,9.22,1012.0,
guarapari,br,-23.92832567220246,-23.92832567220246,73.4,83.0,75.0,14.97,1014.0,
talara,pe,-6.185034677802506,-6.185034677802506,71.73,74.0,100.0,10.56,1012.0,1012.0
arica,cl,-19.014818889368883,-19.014818889368883,62.6,72.0,0.0,8.05,1013.0,
leiyang,cn,26.693824239189937,26.693824239189937,62.04,95.0,100.0,3.8,1019.0,1019.0
boddam,gb,57.2475282054985,57.2475282054985,40.24,87.0,40.0,8.05,1016.0,
seymchan,ru,64.32650232242219,64.32650232242219,30.34,85.0,89.0,3.2,1018.0,1018.0
gold coast,au,-26.311286726045076,-26.311286726045076,67.32,73.0,90.0,8.05,1021.0,
edea,cm,3.8244746897773183,3.8244746897773183,73.4,100.0,75.0,2.3,1009.0,
guaimaro,cu,21.25311460728483,21.25311460728483,69.8,94.0,1.0,5.75,1016.0,
muktsar,in,30.495349236765747,30.495349236765747,107.8,7.0,67.0,11.63,1007.0,1007.0
log,ru,49.28377775379906,49.28377775379906,42.22,89.0,100.0,6.06,1018.0,1018.0
kaohsiung,tw,22.46260012421307,22.46260012421307,81.36,65.0,75.0,8.05,1013.0,
okahandja,na,-22.010992537108507,-22.010992537108507,61.97,51.0,9.0,6.91,1021.0,
nemencine,lt,54.93030642915019,54.93030642915019,37.47,75.0,90.0,6.91,1016.0,
goalpara,in,25.827601263764507,25.827601263764507,103.24,17.0,1.0,8.39,1008.0,1008.0
egra,in,22.050188181602792,22.050188181602792,40.66,70.0,8.0,3.0,1006.0,
enumclaw,us,47.350827401679794,47.350827401679794,49.91,76.0,75.0,2.62,1025.0,
llata,pe,-9.390252372558592,-9.390252372558592,48.34,91.0,100.0,0.38,1019.0,1019.0
sawtell,au,-32.634699472120666,-32.634699472120666,66.76,73.0,90.0,11.5,1023.0,
benguela,ao,-11.54499551986062,-11.54499551986062,79.95,71.0,97.0,3.11,1010.0,1010.0
hayden,us,47.731949623111205,47.731949623111205,43.25,43.0,1.0,8.05,1019.0,
chipinge,zw,-19.697521009544772,-19.697521009544772,77.88,34.0,0.0,1.32,1016.0,1016.0
elhovo,bg,42.300920072422,42.300920072422,55.36,76.0,75.0,16.11,1014.0,
coihaique,cl,-49.64061938695221,-49.64061938695221,41.4,95.0,100.0,5.44,1015.0,1015.0
ikwiriri,tz,-8.9613890115791,-8.9613890115791,80.73,85.0,57.0,4.07,1014.0,1014.0
odiongan,ph,12.449451806331552,12.449451806331552,83.35,61.0,75.0,9.73,1011.0,1011.0
mandurah,au,-31.80486461297332,-31.80486461297332,75.99,66.0,81.0,11.88,1018.0,
kure,jp,34.05393436430178,34.05393436430178,63.77,82.0,75.0,4.61,1016.0,
trofors,no,64.42485962684131,64.42485962684131,32.0,93.0,40.0,1.14,1015.0,
ust-nera,ru,65.44459771564433,65.44459771564433,34.43,87.0,100.0,2.68,1014.0,1014.0
skjeberg,no,59.144739197973934,59.144739197973934,38.66,48.0,0.0,5.75,1015.0,
fort nelson,ca,59.610103691402685,59.610103691402685,15.8,92.0,75.0,2.55,1019.0,
yarim,ye,14.588029644215169,14.588029644215169,62.2,50.0,28.0,2.71,1016.0,1016.0
tagusao,ph,12.930714954525996,12.930714954525996,85.95,68.0,83.0,5.77,1010.0,1010.0
majalgaon,in,19.206324703061057,19.206324703061057,102.97,12.0,6.0,6.91,1009.0,1009.0
silifke,tr,36.28484474774319,36.28484474774319,71.44,68.0,2.0,7.85,1017.0,1017.0
palu,id,-0.3873073526488895,-0.3873073526488895,83.01,86.0,99.0,2.86,1011.0,1011.0
orange walk,bz,17.88516050314098,17.88516050314098,72.55,98.0,27.0,3.51,1013.0,1013.0
athabasca,ca,55.11631212853902,55.11631212853902,23.0,86.0,100.0,3.44,1023.0,1023.0
yarkovo,ru,54.35212632604481,54.35212632604481,53.73,44.0,100.0,10.13,1009.0,1009.0
loandjili,cg,-5.0806943287974065,-5.0806943287974065,75.2,94.0,20.0,3.44,1008.0,
domodossola,it,46.11636522263839,46.11636522263839,52.72,78.0,100.0,2.55,1006.0,
chor,pk,25.567957406255758,25.567957406255758,103.26,13.0,0.0,12.62,1010.0,1010.0
norrtalje,se,59.83359514554863,59.83359514554863,37.62,69.0,0.0,2.3,1014.0,
albina,sr,5.5881767548033565,5.5881767548033565,71.8,99.0,100.0,1.63,1010.0,1010.0
miles city,us,45.932549655490305,45.932549655490305,42.8,52.0,1.0,6.91,1014.0,
karlstad,se,59.92448595599629,59.92448595599629,33.8,80.0,20.0,4.61,1014.0,
kewanee,us,40.96927001250529,40.96927001250529,71.67,72.0,100.0,4.0,1007.0,
appleton,us,44.849944351840065,44.849944351840065,42.58,100.0,90.0,10.36,1011.0,
rajgarh,in,27.243473238259654,27.243473238259654,106.59,5.0,0.0,10.94,1008.0,1008.0
beyneu,kz,43.182526341005115,43.182526341005115,68.18,33.0,100.0,4.99,1017.0,1017.0
novo aripuana,br,-5.0965648088647555,-5.0965648088647555,71.8,99.0,100.0,1.61,1009.0,1009.0
lufkin,us,31.177887112403752,31.177887112403752,74.98,88.0,90.0,8.05,1012.0,
san andres,co,12.145730068367286,12.145730068367286,80.6,78.0,75.0,10.36,1013.0,
bermeo,es,44.295893880381556,44.295893880381556,55.13,88.0,75.0,5.75,1007.0,
kuytun,cn,44.55617889382316,44.55617889382316,46.63,35.0,5.0,7.25,1016.0,1016.0
maniitsoq,gl,62.98402111158882,62.98402111158882,32.63,75.0,49.0,6.42,1034.0,1034.0
ordzhonikidze,ua,44.070373686884125,44.070373686884125,53.29,53.0,100.0,9.04,1016.0,1016.0
kyra,ru,49.125515077570014,49.125515077570014,38.08,18.0,100.0,16.64,1007.0,1007.0
gorontalo,id,2.0731029221102233,2.0731029221102233,86.16,68.0,100.0,4.16,1010.0,1010.0
bismarck,us,46.91327270799357,46.91327270799357,46.78,81.0,1.0,5.75,1015.0,
jalpan,mx,21.367021318061532,21.367021318061532,75.9,80.0,100.0,0.72,1011.0,1011.0
macroom,ie,51.98243946189692,51.98243946189692,43.23,81.0,75.0,13.8,1011.0,
tahoua,ne,16.848472171002342,16.848472171002342,87.8,8.0,0.0,9.22,1008.0,
gidole,et,5.981502174868737,5.981502174868737,66.74,59.0,6.0,4.25,1014.0,1014.0
luang prabang,la,19.867800506480876,19.867800506480876,89.6,51.0,40.0,6.91,1012.0,
chingola,zm,-13.067466382858228,-13.067466382858228,69.39,71.0,65.0,7.76,1015.0,1015.0
uribia,co,11.797602543815245,11.797602543815245,80.01,68.0,100.0,9.6,1010.0,1010.0
jalapa,mx,16.560908671667647,16.560908671667647,66.36,89.0,72.0,3.04,1014.0,1014.0
mitrofanovka,ru,50.15696817019287,50.15696817019287,46.56,47.0,11.0,6.89,1019.0,1019.0
nichlaul,in,27.385611609997042,27.385611609997042,107.11,5.0,0.0,8.48,1007.0,1007.0
cascais,pt,37.27921801388199,37.27921801388199,58.6,94.0,40.0,5.75,1006.0,
calabar,ng,5.19874907510011,5.19874907510011,77.63,90.0,100.0,5.84,1011.0,1011.0
sorrento,it,40.68489447387293,40.68489447387293,58.73,82.0,20.0,3.44,1008.0,
banda aceh,id,4.781943787591402,4.781943787591402,86.9,65.0,97.0,12.84,1010.0,1010.0
la seyne-sur-mer,fr,41.18104763323163,41.18104763323163,55.65,83.0,93.0,1.99,1006.0,
oksfjord,no,70.29417207116276,70.29417207116276,28.4,80.0,40.0,8.05,1013.0,
jutai,br,-4.822665612907983,-4.822665612907983,71.89,98.0,100.0,2.44,1011.0,1011.0
bela vista,br,-21.67136632987875,-21.67136632987875,53.49,73.0,0.0,2.84,1016.0,1016.0
hampton,ca,45.52353083803206,45.52353083803206,67.17,60.0,1.0,12.66,1016.0,
katav-ivanovsk,ru,54.545396234340274,54.545396234340274,43.0,70.0,100.0,11.16,1014.0,1014.0
patiya,bd,21.886027210395838,21.886027210395838,93.2,59.0,40.0,9.22,1011.0,
naryan-mar,ru,67.39428681058575,67.39428681058575,26.85,68.0,100.0,7.18,1007.0,1007.0
royan,fr,45.29188695813508,45.29188695813508,53.96,88.0,100.0,8.05,1004.0,
lampazos de naranjo,mx,27.44324182132557,27.44324182132557,79.29,70.0,58.0,7.2,1005.0,1005.0
enzan,jp,35.80867456490347,35.80867456490347,68.0,56.0,100.0,6.69,1016.0,
charlestown,kn,15.255502145554274,15.255502145554274,66.72,75.0,100.0,5.3,1023.0,
shellbrook,ca,53.37298714719097,53.37298714719097,26.6,54.0,90.0,4.61,1020.0,
baripada,in,21.942373157562457,21.942373157562457,107.82,14.0,0.0,5.95,1007.0,1007.0
bognor regis,gb,50.19224937468314,50.19224937468314,46.36,77.0,97.0,1.99,1004.0,
bunol,es,39.82801422062522,39.82801422062522,56.3,99.0,7.0,1.01,1005.0,
gamboma,cg,-1.686506313698743,-1.686506313698743,78.1,81.0,100.0,3.13,1010.0,1010.0
okhansk,ru,57.48845593824882,57.48845593824882,39.2,93.0,75.0,20.13,1005.0,
nioaque,br,-21.176930087688163,-21.176930087688163,57.34,63.0,0.0,3.87,1015.0,1015.0
macklin,ca,52.01322499868695,52.01322499868695,30.2,55.0,100.0,8.05,1019.0,1019.0
gleisdorf,at,47.05739010131029,47.05739010131029,42.62,94.0,100.0,0.67,1010.0,
azul,ar,-36.643967187125014,-36.643967187125014,55.99,80.0,2.0,5.93,1026.0,
camargo,bo,-20.533197711404725,-20.533197711404725,67.57,26.0,3.0,16.35,1008.0,1008.0
guiglo,ci,6.672335300262546,6.672335300262546,72.68,97.0,42.0,1.32,1010.0,1010.0
naron,es,45.995071581063115,45.995071581063115,51.39,87.0,20.0,4.61,1009.0,
copiapo,cl,-26.909610208790703,-26.909610208790703,53.6,71.0,18.0,6.91,1016.0,
borovoy,ru,62.17994662396646,62.17994662396646,48.2,100.0,90.0,13.42,1004.0,
borgarnes,is,64.72895770308551,64.72895770308551,42.51,68.0,10.0,11.01,1027.0,
mapastepec,mx,14.605183222572691,14.605183222572691,79.03,84.0,26.0,2.64,1013.0,1013.0
storforshei,no,65.6862058776475,65.6862058776475,33.4,75.0,20.0,0.98,1015.0,
flin flon,ca,57.575042333842276,57.575042333842276,19.44,61.0,100.0,4.88,1024.0,1024.0
san ignacio,bo,-15.03737345563161,-15.03737345563161,77.0,78.0,0.0,6.91,1014.0,
gornopravdinsk,ru,60.58069949200822,60.58069949200822,51.12,46.0,100.0,7.63,1006.0,1006.0
changji,cn,45.49681057542227,45.49681057542227,77.0,16.0,0.0,6.71,1020.0,
mwanza,tz,-2.59394909418414,-2.59394909418414,68.0,94.0,20.0,4.61,1016.0,
basoko,cd,1.3128208321376462,1.3128208321376462,80.08,72.0,81.0,3.74,1010.0,1010.0
karachi,pk,25.035855947497865,25.035855947497865,91.4,46.0,40.0,8.05,1011.0,
breytovo,ru,58.17592651229833,58.17592651229833,37.45,83.0,98.0,8.37,1009.0,1009.0
singkang,id,-4.460361882194036,-4.460361882194036,86.0,79.0,40.0,3.44,1011.0,
kribi,cm,3.2879179072934477,3.2879179072934477,73.71,89.0,100.0,5.48,1012.0,1012.0
kathmandu,np,28.221454713362917,28.221454713362917,84.2,23.0,20.0,3.44,1019.0,
jilin,cn,43.96667973716839,43.96667973716839,55.81,16.0,100.0,24.7,1007.0,1007.0
baswa,in,27.092278096571675,27.092278096571675,107.51,4.0,0.0,6.06,1008.0,1008.0
prado,br,-17.15375946901102,-17.15375946901102,72.07,84.0,100.0,4.36,1013.0,1013.0
etchoropo,mx,26.432811249389346,26.432811249389346,69.01,56.0,0.0,7.65,1009.0,
osorio,br,-29.922068677473128,-29.922068677473128,50.0,89.0,0.0,5.46,1019.0,
kibungo,rw,-2.1156328779997864,-2.1156328779997864,66.09,82.0,40.0,2.71,1020.0,
olmos,pe,-5.827547944906797,-5.827547944906797,71.1,72.0,99.0,0.81,1013.0,1013.0
morehead,pg,-9.02668524290614,-9.02668524290614,68.52,68.0,40.0,7.83,1014.0,
cairns,au,-15.57380003001785,-15.57380003001785,80.6,65.0,40.0,10.36,1014.0,
mvuma,zw,-19.615647482910674,-19.615647482910674,71.53,45.0,42.0,5.23,1017.0,1017.0
sjenica,rs,43.20920556367258,43.20920556367258,52.45,69.0,79.0,4.94,1009.0,1009.0
kerchevskiy,ru,59.90493924827018,59.90493924827018,40.19,92.0,100.0,5.66,1003.0,1003.0
sena madureira,br,-9.681688799125595,-9.681688799125595,70.93,86.0,100.0,2.28,1011.0,1011.0
marawi,sd,20.888238336942038,20.888238336942038,82.99,81.0,99.0,5.99,1011.0,
karasjok,no,68.89336606519808,68.89336606519808,28.4,80.0,90.0,13.8,1012.0,
najran,sa,18.78428419573646,18.78428419573646,78.8,47.0,20.0,6.91,1018.0,
melilla,es,35.831843819047464,35.831843819047464,58.62,72.0,20.0,6.91,1008.0,
tucurui,br,-3.330582856628908,-3.330582856628908,72.48,97.0,100.0,3.6,1009.0,1009.0
venado tuerto,ar,-33.42697451500835,-33.42697451500835,52.57,99.0,0.0,5.01,1021.0,
lazarev,ru,53.095936532688114,53.095936532688114,34.12,98.0,100.0,6.93,1012.0,1012.0
moberly,us,39.64044069883755,39.64044069883755,70.63,73.0,75.0,10.36,1011.0,
serenje,zm,-13.242350296513123,-13.242350296513123,71.89,61.0,7.0,9.53,1015.0,1015.0
saucillo,mx,28.03539731692129,28.03539731692129,65.44,28.0,5.0,11.3,1008.0,1008.0
manggar,id,-2.7865764183132455,-2.7865764183132455,84.7,69.0,91.0,8.7,1010.0,1010.0
fort abbas,pk,28.948310340950314,28.948310340950314,108.23,7.0,37.0,15.57,1008.0,1008.0
dragasani,ro,44.66452982269075,44.66452982269075,43.29,87.0,90.0,17.27,1015.0,
biskamzha,ru,53.34412965775803,53.34412965775803,44.28,99.0,100.0,6.29,1012.0,1012.0
verkh-usugli,ru,53.12376330232351,53.12376330232351,31.62,51.0,100.0,12.21,1007.0,1007.0
ust-charyshskaya pristan,ru,52.188900396597774,52.188900396597774,66.42,38.0,100.0,17.92,1010.0,1010.0
moratuwa,lk,6.430930628147081,6.430930628147081,89.6,70.0,40.0,10.36,1012.0,
stettler,ca,52.16260522489668,52.16260522489668,32.0,59.0,100.0,9.22,1018.0,1018.0
iwanai,jp,42.93521972915178,42.93521972915178,57.24,57.0,100.0,8.79,1012.0,1012.0
cravo norte,co,6.1773951036270205,6.1773951036270205,74.08,91.0,100.0,9.69,1010.0,1010.0
pandaria,in,22.555022990062696,22.555022990062696,107.67,4.0,4.0,5.3,1008.0,1008.0
raudeberg,no,66.76726232696603,66.76726232696603,42.01,71.0,10.0,13.24,1015.0,
surt,ly,32.08516709533929,32.08516709533929,86.13,19.0,100.0,21.36,1008.0,1008.0
yanagawa,jp,37.9275823982323,37.9275823982323,66.2,82.0,75.0,3.44,1016.0,
puerto baquerizo moreno,ec,0.4518447667624059,0.4518447667624059,74.68,90.0,13.0,9.28,1012.0,1012.0
lincoln,nz,-45.45896762552123,-45.45896762552123,52.7,76.0,75.0,9.22,1012.0,
guiratinga,br,-16.4347254772797,-16.4347254772797,67.42,79.0,100.0,1.81,1012.0,1012.0
upata,ve,7.45283853755717,7.45283853755717,77.0,81.0,100.0,3.0,1010.0,
touho,nc,-20.46127899047157,-20.46127899047157,74.32,59.0,2.0,15.35,1014.0,1014.0
borba,br,-4.44422704054476,-4.44422704054476,71.96,99.0,100.0,1.9,1010.0,1010.0
kingman,us,35.71769386859516,35.71769386859516,44.6,76.0,1.0,5.57,1015.0,
soubre,ci,6.03161123511569,6.03161123511569,75.47,95.0,100.0,1.19,1010.0,1010.0
marzuq,ly,23.60976345966732,23.60976345966732,77.34,52.0,47.0,3.47,1014.0,1014.0
torrington,us,42.52116287288993,42.52116287288993,50.32,62.0,100.0,1.52,1012.0,
kainantu,pg,-6.661460847918235,-6.661460847918235,66.88,92.0,100.0,1.54,1011.0,1011.0
arinos,br,-16.5160585657639,-16.5160585657639,69.15,91.0,78.0,0.6,1011.0,1011.0
terra nova,br,-12.45805393152817,-12.45805393152817,69.8,94.0,90.0,1.14,1015.0,
tambun,id,-5.383542852800701,-5.383542852800701,88.95,66.0,40.0,11.5,1011.0,
ajaccio,fr,42.168464494602944,42.168464494602944,59.0,94.0,90.0,6.91,1006.0,
puerto ayacucho,ve,5.927675344253075,5.927675344253075,74.34,90.0,100.0,3.44,1010.0,1010.0
bairnsdale,au,-37.28030001933914,-37.28030001933914,60.01,74.0,9.0,4.0,1023.0,
barhi,in,24.22741114822945,24.22741114822945,105.15,4.0,0.0,4.43,1008.0,1008.0
gari,ru,59.090653327357245,59.090653327357245,49.6,53.0,100.0,10.42,1005.0,1005.0
slavyanka,ru,42.5738139590197,42.5738139590197,52.74,64.0,35.0,17.56,1007.0,1007.0
barra do garcas,br,-13.919111604349922,-13.919111604349922,69.12,81.0,100.0,2.77,1011.0,1011.0
deep river,ca,46.685179898164876,46.685179898164876,48.2,71.0,90.0,1.5,1013.0,
vestmanna,fo,71.79777693521856,71.79777693521856,37.4,81.0,90.0,10.36,1020.0,
stromness,gb,59.2860100454549,59.2860100454549,41.0,81.0,75.0,10.36,1018.0,
manzhouli,cn,48.961752335351804,48.961752335351804,38.12,32.0,100.0,19.53,1004.0,1004.0
plavsk,ru,53.618529919571586,53.618529919571586,40.42,70.0,72.0,12.55,1016.0,1016.0
awbari,ly,26.352527085849175,26.352527085849175,88.57,10.0,49.0,19.3,1011.0,1011.0
tapes,br,-30.952843355918333,-30.952843355918333,53.73,81.0,0.0,8.99,1018.0,1018.0
san luis,ar,-31.583912343240186,-31.583912343240186,56.53,58.0,0.0,7.65,1017.0,1017.0
imeni poliny osipenko,ru,53.28347008731885,53.28347008731885,44.38,81.0,100.0,14.58,1005.0,1005.0
catuday,ph,17.207655861393732,17.207655861393732,82.26,66.0,92.0,12.28,1011.0,1011.0
pemangkat,id,1.8882846464528455,1.8882846464528455,78.82,84.0,100.0,6.17,1010.0,1010.0
butiama,tz,-1.7585484508041418,-1.7585484508041418,71.6,78.0,20.0,7.78,1016.0,
cookeville,us,36.14189668899844,36.14189668899844,66.24,77.0,90.0,5.91,1018.0,
danane,ci,7.170539665515065,7.170539665515065,69.8,95.0,98.0,0.83,1011.0,1011.0
pionerskiy,ru,61.18975442581072,61.18975442581072,41.0,81.0,40.0,4.47,1016.0,
bambanglipuro,id,-14.61328429234338,-14.61328429234338,83.73,63.0,56.0,13.42,1010.0,1010.0
port huron,us,43.02809342426718,43.02809342426718,47.3,71.0,1.0,2.89,1009.0,
finschhafen,pg,-5.707713824449144,-5.707713824449144,81.46,80.0,100.0,1.86,1009.0,1009.0
peyima,sl,9.028331674987982,9.028331674987982,68.16,93.0,100.0,1.41,1011.0,1011.0
mishan,cn,45.263028020838334,45.263028020838334,60.82,22.0,24.0,15.19,1002.0,1002.0
puerto rondon,co,6.4066258211756235,6.4066258211756235,72.63,96.0,100.0,6.24,1010.0,1010.0
agirish,ru,62.844673727205446,62.844673727205446,42.69,55.0,100.0,6.38,1004.0,1004.0
haren,de,52.900331486058974,52.900331486058974,43.25,49.0,20.0,6.91,1007.0,
lumbia,ph,8.436447185399743,8.436447185399743,82.99,81.0,61.0,5.99,1011.0,
phan thiet,vn,10.804095986505857,10.804095986505857,88.03,59.0,47.0,14.36,1010.0,1010.0
gonbad-e qabus,ir,37.62097807398182,37.62097807398182,73.4,64.0,75.0,6.91,1015.0,
kyabram,au,-36.74843024344752,-36.74843024344752,69.01,47.0,6.0,3.0,1020.0,
staryy nadym,ru,65.01339720216984,65.01339720216984,34.74,100.0,100.0,7.78,1001.0,1001.0
gagra,ge,43.4471474820931,43.4471474820931,55.04,77.0,74.0,2.24,1017.0,
grants,us,34.92874980683153,34.92874980683153,33.8,86.0,75.0,3.44,1016.0,
kichera,ru,56.93319728491085,56.93319728491085,34.5,45.0,100.0,8.28,1016.0,1016.0
kuruman,za,-27.49634630151958,-27.49634630151958,67.82,34.0,51.0,11.07,1016.0,1016.0
dalvik,is,66.24155088943485,66.24155088943485,35.6,87.0,90.0,9.22,1029.0,
sao paulo de olivenca,br,-2.5349069775741384,-2.5349069775741384,71.74,99.0,100.0,1.01,1011.0,1011.0
bullhead city,us,34.870468683734686,34.870468683734686,62.06,36.0,1.0,6.87,1013.0,
san roque,ph,4.970079600730472,4.970079600730472,62.6,77.0,75.0,8.05,1008.0,
masterton,nz,-41.28544451415287,-41.28544451415287,49.28,82.0,4.0,1.01,1018.0,
huanren,cn,40.83871312479326,40.83871312479326,59.54,28.0,57.0,12.71,1010.0,1010.0
douglas,us,42.68384514949719,42.68384514949719,53.4,76.0,40.0,3.44,1012.0,
nikki,bj,10.292563748617582,10.292563748617582,79.95,72.0,97.0,7.4,1009.0,1009.0
gavle,se,60.69300723808689,60.69300723808689,41.85,49.0,100.0,3.0,1014.0,
luangwa,zm,-16.436228141969593,-16.436228141969593,81.73,56.0,8.0,6.29,1015.0,1015.0
chunoyar,ru,57.7930384191759,57.7930384191759,44.96,77.0,100.0,7.18,1016.0,1016.0
baiersbronn,de,48.41271023250553,48.41271023250553,48.61,70.0,0.0,1.14,1005.0,
rafiganj,in,24.790164480879056,24.790164480879056,105.8,8.0,0.0,4.61,1009.0,
sampit,id,-3.3005864110515404,-3.3005864110515404,81.12,89.0,93.0,1.57,1009.0,1009.0
port dickson,my,2.4635832526015093,2.4635832526015093,87.4,74.0,40.0,6.91,1010.0,
simoes,br,-7.670381317795901,-7.670381317795901,71.44,73.0,21.0,6.91,1010.0,1010.0
shirokiy,ru,65.72496450687075,65.72496450687075,57.51,30.0,100.0,16.73,997.0,997.0
honiara,sb,-9.799876776883636,-9.799876776883636,77.18,90.0,100.0,4.07,1010.0,1010.0
ceyhan,tr,36.87073141401011,36.87073141401011,68.67,88.0,40.0,2.3,1016.0,
somanda,tz,-3.35015745719069,-3.35015745719069,72.84,72.0,68.0,12.66,1014.0,1014.0
ust-omchug,ru,60.81408667500429,60.81408667500429,32.34,84.0,25.0,2.57,1017.0,1017.0
nhulunbuy,au,-10.144672913044431,-10.144672913044431,84.2,74.0,75.0,16.11,1011.0,
fuxin,cn,42.461526200171875,42.461526200171875,65.93,9.0,99.0,12.39,1008.0,1008.0
miraflores,co,-0.2533082463607883,-0.2533082463607883,71.29,40.0,40.0,9.22,1025.0,
nizip,tr,36.75497714134549,36.75497714134549,77.0,20.0,0.0,11.5,1015.0,
rudbar,af,31.004015570809656,31.004015570809656,97.09,11.0,96.0,2.73,1010.0,1010.0
fethiye,tr,36.29162366079919,36.29162366079919,69.8,52.0,75.0,3.44,1016.0,
punta alta,ar,-39.41418637849757,-39.41418637849757,62.13,74.0,100.0,16.04,1015.0,1015.0
sibolga,id,-2.433992349412833,-2.433992349412833,85.24,70.0,100.0,4.61,1010.0,1010.0
zhenhai,cn,29.97183314778239,29.97183314778239,69.8,100.0,90.0,4.47,1015.0,
el penon,do,18.306998643434227,18.306998643434227,73.71,98.0,86.0,2.21,1009.0,1009.0
coria,es,39.90510320899804,39.90510320899804,52.0,90.0,43.0,1.01,1006.0,
limoges,fr,45.756218888585636,45.756218888585636,51.89,100.0,90.0,6.91,1004.0,
moose factory,ca,55.180346131236234,55.180346131236234,35.6,60.0,90.0,4.61,1018.0,
khunzakh,ru,42.43237628908582,42.43237628908582,57.72,60.0,92.0,5.97,1012.0,1012.0
matay,eg,28.076865325283705,28.076865325283705,76.96,26.0,0.0,11.3,1015.0,1015.0
terra santa,br,0.44331584991478223,0.44331584991478223,72.63,98.0,63.0,0.34,1009.0,1009.0
shelburne,ca,41.9663042209192,41.9663042209192,46.69,73.0,97.0,2.84,1010.0,1010.0
farim,gw,12.531902796312067,12.531902796312067,75.2,53.0,97.0,1.66,1008.0,
chabahar,ir,24.602259526387797,24.602259526387797,89.22,45.0,1.0,10.29,1010.0,1010.0
birganj,np,27.273151987688195,27.273151987688195,106.14,4.0,0.0,7.74,1007.0,1007.0
matamoros,mx,24.996009437795706,24.996009437795706,77.25,31.0,100.0,15.35,1007.0,1007.0
tyukalinsk,ru,56.235941042926214,56.235941042926214,57.33,47.0,84.0,11.68,1009.0,1009.0
hailey,us,43.749777520100366,43.749777520100366,38.08,60.0,1.0,11.5,1021.0,
mikhaylovka,kz,44.6777195295638,44.6777195295638,41.0,89.0,100.0,5.99,1006.0,
kholtoson,ru,50.02134561477379,50.02134561477379,45.37,37.0,100.0,10.87,1009.0,1009.0
andros town,bs,23.205745821185687,23.205745821185687,73.4,68.0,20.0,9.22,1019.0,
lishan,cn,33.89503144850461,33.89503144850461,73.83,44.0,100.0,6.8,1018.0,1018.0
sicamous,ca,50.91488666413247,50.91488666413247,53.6,43.0,100.0,4.61,1019.0,
llanes,es,43.57297136152758,43.57297136152758,53.67,98.0,100.0,5.99,1002.0,
grand-santi,gf,2.215684546516769,2.215684546516769,69.98,98.0,100.0,1.54,1010.0,1010.0
turmalina,br,-17.384566273814713,-17.384566273814713,66.09,87.0,96.0,2.93,1014.0,1014.0
dinkelsbuhl,de,48.983871269025,48.983871269025,46.11,66.0,0.0,8.05,1005.0,
serebryansk,kz,50.34209971468377,50.34209971468377,73.4,20.0,75.0,17.9,1016.0,
west plains,us,36.61589228741285,36.61589228741285,65.91,88.0,1.0,6.91,1014.0,
wad madani,sd,14.133638172548743,14.133638172548743,96.1,22.0,14.0,8.03,1008.0,1008.0
gbadolite,cd,4.503767905606139,4.503767905606139,74.23,91.0,100.0,3.74,1012.0,1012.0
ekuvukeni,za,-28.427149837440993,-28.427149837440993,64.8,50.0,8.0,0.45,1020.0,1020.0
gobabis,na,-22.16743780065771,-22.16743780065771,70.3,40.0,0.0,14.47,1015.0,1015.0
carballo,es,46.15981525812629,46.15981525812629,48.9,86.0,99.0,1.01,1008.0,
kannangad,in,11.661403830129473,11.661403830129473,88.9,66.0,25.0,7.85,1011.0,1011.0
luneville,fr,48.55399034163639,48.55399034163639,45.81,70.0,0.0,1.14,1004.0,
pochutla,mx,7.810943871888753,7.810943871888753,78.33,76.0,1.0,5.84,1011.0,1011.0
mala tokmachka,ua,47.48425866118575,47.48425866118575,45.27,71.0,75.0,8.95,1019.0,
kutum,sd,15.164710756709866,15.164710756709866,83.26,11.0,3.0,14.27,1011.0,1011.0
